TrxID	GeneName	GeneID	DpleGene	MsexGene
PIERAPT00000016687	Scd2	PIERAPG00000006939	DPOGS213664	Msex2.10496
PIERAPT00000016688	ACPH1_3	PIERAPG00000006940	DPOGS214127	Msex2.10472
PIERAPT00000016690	ublcp1	PIERAPG00000006941	DPOGS210279	NA
PIERAPT00000016691	PGBD3_2	PIERAPG00000006942	DPOGS207956	Msex2.03123
PIERAPT00000016697	FA5VSb	PIERAPG00000006944	DPOGS206238	Msex2.03862
PIERAPT00000016704	YFR034W-A	PIERAPG00000006945	DPOGS208579	Msex2.07853
PIERAPT00000016705	gny	PIERAPG00000006946	DPOGS207112	NA
PIERAPT00000016709	guaB	PIERAPG00000006950	DPOGS208334	NA
PIERAPT00000016711	CDC23_2	PIERAPG00000006951	DPOGS201340	Msex2.05398
PIERAPT00000016712	Cd53	PIERAPG00000006952	DPOGS211608	Msex2.13025
PIERAPT00000016713	STK10	PIERAPG00000006953	DPOGS200659	Msex2.11805
PIERAPT00000016718	GT-4	PIERAPG00000006955	DPOGS208214	Msex2.02104
PIERAPT00000016724	cpsf6CG7185	PIERAPG00000006960	DPOGS205980	Msex2.09086
PIERAPT00000016727	VALRS	PIERAPG00000006961	DPOGS205500	Msex2.09596
PIERAPT00000016731	Obp19d_3	PIERAPG00000006962	DPOGS207887	NA
PIERAPT00000016733	nol6	PIERAPG00000006963	DPOGS201096	Msex2.06468
PIERAPT00000016735	Ptp4a1	PIERAPG00000006965	DPOGS215683	Msex2.03751
PIERAPT00000016746	SCRAKlhl26	PIERAPG00000006971	DPOGS212135	Msex2.06189
PIERAPT00000016758	G112622	PIERAPG00000006972	DPOGS203720	Msex2.10052
PIERAPT00000016759	MAK16	PIERAPG00000006973	DPOGS202048	Msex2.14374
PIERAPT00000016762	unc-47	PIERAPG00000006974	DPOGS203005	Msex2.01332
PIERAPT00000016765	Pigq	PIERAPG00000006975	DPOGS204327	Msex2.03573
PIERAPT00000016774	MTF2Pcl	PIERAPG00000006976	DPOGS204497	Msex2.03317
PIERAPT00000016777	mRpS6	PIERAPG00000006978	DPOGS207453	Msex2.08843,Msex2.12618
PIERAPT00000016784	Snx13_2	PIERAPG00000006980	DPOGS212992	Msex2.00179
PIERAPT00000016790	LanAlamb4MYO18B	PIERAPG00000006981	DPOGS211946	Msex2.06822
PIERAPT00000016791	Cox6a1_2	PIERAPG00000006982	DPOGS207824	Msex2.02259
PIERAPT00000016795	yqgN	PIERAPG00000006985	DPOGS209129	Msex2.09061
PIERAPT00000016797	Ccdc6	PIERAPG00000006986	DPOGS207969	Msex2.06339
PIERAPT00000016799	ZNF484	PIERAPG00000006988	DPOGS211825	Msex2.09524
PIERAPT00000016801	thiC	PIERAPG00000006990	DPOGS202421	NA
PIERAPT00000016802	PGBD3_3	PIERAPG00000006991	DPOGS205138	NA
PIERAPT00000016804	Gmd	PIERAPG00000006993	DPOGS202722	Msex2.11407
PIERAPT00000016806	CG9630	PIERAPG00000006994	DPOGS206830	Msex2.01608
PIERAPT00000016810	Zmat2	PIERAPG00000006995	DPOGS215560	Msex2.04390
PIERAPT00000016811	Yrdc	PIERAPG00000006996	DPOGS207090	Msex2.03595
PIERAPT00000016814	Hadh	PIERAPG00000006998	DPOGS213213	Msex2.05114
PIERAPT00000016815	G109803	PIERAPG00000006999	DPOGS212815	Msex2.00877
PIERAPT00000016818	unc-5	PIERAPG00000007000	DPOGS210083	NA
PIERAPT00000016820	CTDSP1	PIERAPG00000007001	DPOGS207637	Msex2.02049
PIERAPT00000016823	Svep1	PIERAPG00000007003	DPOGS203331	Msex2.08253
PIERAPT00000016826	l(3)mbn	PIERAPG00000007005	DPOGS207992	Msex2.04416
PIERAPT00000016829	MYPH	PIERAPG00000007007	DPOGS205732	Msex2.05343
PIERAPT00000016830	Coq2	PIERAPG00000007008	DPOGS210639	Msex2.11633
PIERAPT00000016833	RpS7	PIERAPG00000007011	DPOGS202713	Msex2.12272
PIERAPT00000016836	RSU1	PIERAPG00000007013	DPOGS209798	Msex2.07189
PIERAPT00000016839	DNL4PEX5	PIERAPG00000007014	DPOGS207106	Msex2.01573
PIERAPT00000016847	mth2_3	PIERAPG00000007016	DPOGS207819	Msex2.02255
PIERAPT00000016851	CDK5R1	PIERAPG00000007018	NA	Msex2.15139
PIERAPT00000016853	KDR	PIERAPG00000007019	DPOGS203486	Msex2.07454
PIERAPT00000016854	IMH1	PIERAPG00000007020	NA	Msex2.09306
PIERAPT00000016855	SPBC365.04c	PIERAPG00000007021	DPOGS205587	Msex2.03876
PIERAPT00000016859	ECLH_2	PIERAPG00000007022	DPOGS210673	Msex2.07289,Msex2.09337
PIERAPT00000016860	Pnliprp2	PIERAPG00000007023	DPOGS210176	Msex2.08887
PIERAPT00000016861	SBXA3	PIERAPG00000007024	DPOGS201254	Msex2.02236
PIERAPT00000016862	BTBD2	PIERAPG00000007025	DPOGS211086	Msex2.10084
PIERAPT00000016863	mGluR_2	PIERAPG00000007026	DPOGS207789	Msex2.06663
PIERAPT00000016864	AGAP009593_3	PIERAPG00000007027	NA	Msex2.12455
PIERAPT00000016865	Atxn1	PIERAPG00000007028	DPOGS213544	Msex2.02362
PIERAPT00000016872	Rack1	PIERAPG00000007032	NA	Msex2.13535
PIERAPT00000016875	B1ESTE	PIERAPG00000007034	DPOGS211394	Msex2.00366
PIERAPT00000016878	tsr	PIERAPG00000007035	DPOGS205498	Msex2.09592
PIERAPT00000016881	G107184	PIERAPG00000007038	DPOGS202080	NA
PIERAPT00000016882	Aldh1b1	PIERAPG00000007039	DPOGS201995	Msex2.05583
PIERAPT00000016890	Cd63	PIERAPG00000007040	DPOGS200150	Msex2.00999
PIERAPT00000016895	ZBTB40_2	PIERAPG00000007043	DPOGS207750	Msex2.06618
PIERAPT00000016897	Smg1	PIERAPG00000007044	DPOGS210337	NA
PIERAPT00000016904	RPAP2	PIERAPG00000007046	DPOGS208771	Msex2.10246
PIERAPT00000016908	CLNS1A	PIERAPG00000007048	DPOGS207915	Msex2.13617
PIERAPT00000016910	SGSH	PIERAPG00000007050	DPOGS209387	Msex2.09705
PIERAPT00000016914	anon-3B1.2_9	PIERAPG00000007052	DPOGS205276	Msex2.07413,Msex2.07411
PIERAPT00000016915	HPGD_5	PIERAPG00000007053	DPOGS202099	Msex2.06771
PIERAPT00000016917	ligA_3	PIERAPG00000007054	DPOGS210616	Msex2.03050
PIERAPT00000016921	fu	PIERAPG00000007056	DPOGS213006	Msex2.05505
PIERAPT00000016925	Top3alphaTOP3A	PIERAPG00000007057	DPOGS205918	Msex2.05306
PIERAPT00000016927	Sprtn	PIERAPG00000007058	NA	Msex2.00803
PIERAPT00000016933	Mrpl40	PIERAPG00000007059	DPOGS202343	Msex2.08089
PIERAPT00000016934	AAEL010742	PIERAPG00000007060	DPOGS207642	Msex2.02043
PIERAPT00000016936	ABCC14	PIERAPG00000007061	DPOGS205086	Msex2.04981
PIERAPT00000016939	Kri1	PIERAPG00000007062	DPOGS210522	Msex2.05774
PIERAPT00000016942	KCNJ2	PIERAPG00000007065	DPOGS203252	Msex2.07595
PIERAPT00000016943	NUDCD1	PIERAPG00000007066	DPOGS215338	Msex2.08698
PIERAPT00000016944	XPR1	PIERAPG00000007067	DPOGS204798	Msex2.05805
PIERAPT00000016946	htl	PIERAPG00000007068	DPOGS212041	Msex2.01749
PIERAPT00000016949	G105578	PIERAPG00000007069	NA	Msex2.13018
PIERAPT00000016950	nlg-1	PIERAPG00000007070	DPOGS214158	Msex2.03169
PIERAPT00000016953	EF1A_2	PIERAPG00000007073	DPOGS204239	NA
PIERAPT00000016956	adat3	PIERAPG00000007076	DPOGS212479	Msex2.10186
PIERAPT00000016957	Rbm28_2	PIERAPG00000007077	DPOGS216120	Msex2.11533
PIERAPT00000016960	InR	PIERAPG00000007078	DPOGS215776	Msex2.05470
PIERAPT00000016966	ncaph2AAEL006169	PIERAPG00000007079	DPOGS209945	Msex2.10743
PIERAPT00000016978	croc	PIERAPG00000007083	DPOGS203949	NA
PIERAPT00000016980	Dennd1a	PIERAPG00000007084	DPOGS207144	NA
PIERAPT00000016985	mle_2	PIERAPG00000007085	DPOGS206766	Msex2.04682
PIERAPT00000016990	GA16655	PIERAPG00000007088	DPOGS215716	Msex2.00932
PIERAPT00000016992	ubxn1	PIERAPG00000007089	DPOGS202800	Msex2.04814
PIERAPT00000016995	scrn3	PIERAPG00000007092	DPOGS201363	Msex2.06552
PIERAPT00000017000	Stt3b	PIERAPG00000007093	DPOGS202246	Msex2.08101
PIERAPT00000017006	CIR1	PIERAPG00000007094	DPOGS205054	Msex2.04997
PIERAPT00000017011	Eaf	PIERAPG00000007095	DPOGS212611	Msex2.10954
PIERAPT00000017020	IIV3-063R	PIERAPG00000007099	DPOGS211801	Msex2.13376,Msex2.13429,Msex2.13375
PIERAPT00000017022	YMR099C	PIERAPG00000007100	DPOGS215737	Msex2.03745
PIERAPT00000017023	ALDH2	PIERAPG00000007101	DPOGS205397	Msex2.11758
PIERAPT00000017025	RECQL5	PIERAPG00000007102	DPOGS208572	Msex2.07868
PIERAPT00000017026	br_3	PIERAPG00000007103	DPOGS207435	Msex2.08229
PIERAPT00000017029	TRR1	PIERAPG00000007104	DPOGS205783	Msex2.10219
PIERAPT00000017030	sra	PIERAPG00000007105	DPOGS203212	Msex2.06736
PIERAPT00000017031	Rm62	PIERAPG00000007106	NA	Msex2.01034
PIERAPT00000017042	Adcy1rut	PIERAPG00000007108	DPOGS213815	Msex2.01291
PIERAPT00000017051	phnX	PIERAPG00000007109	DPOGS202776	Msex2.06413
PIERAPT00000017056	egghmu	PIERAPG00000007110	DPOGS200462	Msex2.10437
PIERAPT00000017064	Fam210bpheSAt1g17350	PIERAPG00000007113	DPOGS214211	Msex2.03160
PIERAPT00000017074	PRKD1Prkd3	PIERAPG00000007114	DPOGS212845	Msex2.00905
PIERAPT00000017087	GLCCI1	PIERAPG00000007116	DPOGS206463	Msex2.01902
PIERAPT00000017090	NOS2	PIERAPG00000007118	DPOGS204767	Msex2.09143
PIERAPT00000017095	UBE3A	PIERAPG00000007120	DPOGS205164	Msex2.04195
PIERAPT00000017101	nst1_2	PIERAPG00000007123	DPOGS216047	NA
PIERAPT00000017102	pas	PIERAPG00000007124	DPOGS206032	Msex2.04779
PIERAPT00000017103	blos2	PIERAPG00000007125	DPOGS203922	Msex2.02831
PIERAPT00000017105	Tufm_2	PIERAPG00000007126	NA	Msex2.04234
PIERAPT00000017106	PebIII_11	PIERAPG00000007127	DPOGS208394	Msex2.07534
PIERAPT00000017111	GRM5S9	PIERAPG00000007130	DPOGS214084	Msex2.00104
PIERAPT00000017122	G107730	PIERAPG00000007133	DPOGS204555	Msex2.09386
PIERAPT00000017124	CBPB_2	PIERAPG00000007134	DPOGS200619	Msex2.02597
PIERAPT00000017125	DNAH10	PIERAPG00000007135	DPOGS210452	Msex2.08723
PIERAPT00000017128	RpL5	PIERAPG00000007137	DPOGS213082	Msex2.12412,Msex2.12457
PIERAPT00000017130	CA1	PIERAPG00000007138	DPOGS201746	Msex2.06500
PIERAPT00000017131	CECR1_2	PIERAPG00000007139	DPOGS207014	Msex2.08033
PIERAPT00000017134	Kcnh8	PIERAPG00000007140	DPOGS205042	Msex2.05515
PIERAPT00000017140	G103526	PIERAPG00000007141	DPOGS208015	NA
PIERAPT00000017143	FBXL15EEED8.10fbxl7	PIERAPG00000007142	DPOGS208023	Msex2.04641
PIERAPT00000017145	Mmp16	PIERAPG00000007143	NA	Msex2.11557
PIERAPT00000017150	Mcoln3	PIERAPG00000007146	DPOGS212315	Msex2.10873
PIERAPT00000017156	Zfp26Mynn	PIERAPG00000007150	DPOGS205502	Msex2.09601
PIERAPT00000017158	mRpL22_2	PIERAPG00000007151	DPOGS211977	Msex2.13445
PIERAPT00000017168	Gnl1	PIERAPG00000007152	DPOGS212311	NA
PIERAPT00000017170	Rpap1	PIERAPG00000007153	DPOGS207122	Msex2.01611
PIERAPT00000017171	Poxn	PIERAPG00000007154	DPOGS202358	Msex2.10982
PIERAPT00000017177	G108113	PIERAPG00000007155	DPOGS204972	Msex2.08287
PIERAPT00000017178	l(2)37Cg	PIERAPG00000007156	DPOGS202043	Msex2.14120
PIERAPT00000017180	ngdn-a	PIERAPG00000007158	DPOGS211208	Msex2.10355
PIERAPT00000017190	MARS	PIERAPG00000007160	DPOGS210187	Msex2.02155
PIERAPT00000017203	sw	PIERAPG00000007161	DPOGS210241	Msex2.09276
PIERAPT00000017210	LRP1LRP4LRP8	PIERAPG00000007163	NA	Msex2.10834
PIERAPT00000017223	Atxn10	PIERAPG00000007168	DPOGS200565	Msex2.08380
PIERAPT00000017234	Commd2	PIERAPG00000007172	DPOGS208074	Msex2.09796
PIERAPT00000017238	dhs-27_3	PIERAPG00000007173	DPOGS210735	Msex2.02457
PIERAPT00000017239	Zfp59ZNF208ZBTB48ZNF227	PIERAPG00000007174	DPOGS205197	Msex2.10659
PIERAPT00000017248	grid2_2	PIERAPG00000007175	DPOGS210480	Msex2.05776
PIERAPT00000017251	y_7	PIERAPG00000007177	DPOGS215143	Msex2.11398
PIERAPT00000017255	G103345	PIERAPG00000007180	NA	Msex2.05693
PIERAPT00000017269	lnplnpb	PIERAPG00000007182	DPOGS210570	NA
PIERAPT00000017270	Psmd2	PIERAPG00000007183	DPOGS207763	Msex2.06641
PIERAPT00000017271	cos	PIERAPG00000007184	DPOGS214071	Msex2.02676
PIERAPT00000017272	Osbpl6	PIERAPG00000007185	DPOGS213398	Msex2.08898
PIERAPT00000017275	Trmt1l	PIERAPG00000007186	DPOGS210006	NA
PIERAPT00000017277	DUOX1	PIERAPG00000007188	DPOGS211144	Msex2.09253
PIERAPT00000017280	eIF4AIII_2	PIERAPG00000007191	DPOGS214941	Msex2.09462
PIERAPT00000017281	Lmo4_2	PIERAPG00000007192	DPOGS214275	Msex2.02006
PIERAPT00000017285	MLX	PIERAPG00000007195	DPOGS202019	Msex2.00672
PIERAPT00000017287	TTC28_3	PIERAPG00000007196	DPOGS206890	Msex2.03636
PIERAPT00000017290	DCUN1D1	PIERAPG00000007197	DPOGS202406	Msex2.08901
PIERAPT00000017292	FIBL	PIERAPG00000007198	DPOGS205997	Msex2.08837
PIERAPT00000017293	fbh1	PIERAPG00000007199	DPOGS204811	Msex2.02480
PIERAPT00000017296	ZRC1	PIERAPG00000007201	DPOGS205618	Msex2.07975
PIERAPT00000017297	polA	PIERAPG00000007202	DPOGS209362	Msex2.09712
PIERAPT00000017298	G102714	PIERAPG00000007203	DPOGS201587	NA
PIERAPT00000017300	unc-5_2	PIERAPG00000007205	NA	Msex2.13357
PIERAPT00000017301	CCDC74B	PIERAPG00000007206	DPOGS201198	Msex2.04761
PIERAPT00000017304	GstZ2	PIERAPG00000007207	DPOGS214720	Msex2.01219
PIERAPT00000017306	MMS1	PIERAPG00000007209	DPOGS207681	NA
PIERAPT00000017308	CG17119	PIERAPG00000007211	DPOGS210114	Msex2.13902
PIERAPT00000017314	G108538	PIERAPG00000007212	DPOGS205738	Msex2.05345
PIERAPT00000017315	rbm18	PIERAPG00000007213	DPOGS209649	Msex2.05035
PIERAPT00000017318	TpnC73F	PIERAPG00000007214	DPOGS213018	Msex2.05504
PIERAPT00000017319	dnal1	PIERAPG00000007215	DPOGS213092	Msex2.12267
PIERAPT00000017320	tada3	PIERAPG00000007216	DPOGS200416	Msex2.02619
PIERAPT00000017321	PRKCSH	PIERAPG00000007217	DPOGS207616	Msex2.00560
PIERAPT00000017329	ALAD	PIERAPG00000007221	DPOGS208843	Msex2.10250
PIERAPT00000017330	MYPH_2	PIERAPG00000007222	DPOGS205732	Msex2.05343
PIERAPT00000017334	flower	PIERAPG00000007224	DPOGS201873	Msex2.06889
PIERAPT00000017338	TREA_2	PIERAPG00000007226	DPOGS213645	Msex2.03663
PIERAPT00000017344	Eci1	PIERAPG00000007228	DPOGS213568	Msex2.02330
PIERAPT00000017347	TRIP12	PIERAPG00000007230	NA	Msex2.09054
PIERAPT00000017351	Myo15a	PIERAPG00000007231	DPOGS210812	Msex2.04643
PIERAPT00000017356	SMARCC2Smarcc1	PIERAPG00000007232	DPOGS204678	Msex2.09302
PIERAPT00000017358	aroG_2	PIERAPG00000007233	DPOGS208680	NA
PIERAPT00000017360	TRAPPC8	PIERAPG00000007235	DPOGS203676	Msex2.00236
PIERAPT00000017364	SNX20SNX21	PIERAPG00000007237	DPOGS211115	NA
PIERAPT00000017365	PDF	PIERAPG00000007238	DPOGS210219	Msex2.09277
PIERAPT00000017369	fen	PIERAPG00000007241	DPOGS206532	NA
PIERAPT00000017378	Akap1	PIERAPG00000007242	DPOGS206058	Msex2.01255
PIERAPT00000017381	Ccdc40	PIERAPG00000007244	DPOGS200337	Msex2.05354
PIERAPT00000017383	tmx3	PIERAPG00000007245	DPOGS213520	Msex2.02402
PIERAPT00000017385	G112229	PIERAPG00000007247	DPOGS208663	NA
PIERAPT00000017389	sno1	PIERAPG00000007249	DPOGS211242	Msex2.06598
PIERAPT00000017396	mfsd6aMFSD6mfsd6b	PIERAPG00000007253	DPOGS201431	Msex2.08553
PIERAPT00000017406	Uap1	PIERAPG00000007256	DPOGS211261	Msex2.11307
PIERAPT00000017407	IPO13	PIERAPG00000007257	DPOGS207582	Msex2.06110
PIERAPT00000017418	MET30	PIERAPG00000007259	DPOGS201078	Msex2.02858
PIERAPT00000017421	MYLK_3	PIERAPG00000007260	DPOGS203962	Msex2.02842
PIERAPT00000017425	Rac1	PIERAPG00000007262	DPOGS210992	Msex2.07245
PIERAPT00000017428	G114871	PIERAPG00000007264	DPOGS208846	Msex2.10243
PIERAPT00000017430	Spase25	PIERAPG00000007266	DPOGS201300	Msex2.14229
PIERAPT00000017436	SCP2_2	PIERAPG00000007269	DPOGS214742	Msex2.01232
PIERAPT00000017438	TBC1D23	PIERAPG00000007270	DPOGS205801	Msex2.13965
PIERAPT00000017442	fog	PIERAPG00000007272	DPOGS205915	Msex2.05315
PIERAPT00000017445	G104138	PIERAPG00000007274	DPOGS200801	Msex2.14653
PIERAPT00000017448	MJ0663	PIERAPG00000007277	DPOGS214784	Msex2.05655
PIERAPT00000017449	Abce1	PIERAPG00000007278	DPOGS200951	Msex2.09295
PIERAPT00000017453	DNAJC28	PIERAPG00000007279	DPOGS206299	Msex2.08672
PIERAPT00000017454	Rmdn1	PIERAPG00000007280	DPOGS203659	Msex2.07880
PIERAPT00000017464	Arhgef17	PIERAPG00000007282	DPOGS212031	Msex2.01756
PIERAPT00000017465	ISE2	PIERAPG00000007283	DPOGS210070	Msex2.12476
PIERAPT00000017467	Paf	PIERAPG00000007285	DPOGS203347	Msex2.11637
PIERAPT00000017472	SLC26A11	PIERAPG00000007287	DPOGS201131	Msex2.10755
PIERAPT00000017477	Pxd_5	PIERAPG00000007288	NA	Msex2.00831
PIERAPT00000017481	UBE3DDCPS	PIERAPG00000007289	DPOGS212539	Msex2.12889
PIERAPT00000017482	Pkc53E	PIERAPG00000007290	DPOGS206317	Msex2.04738
PIERAPT00000017483	CPIJ012302	PIERAPG00000007291	DPOGS214365	Msex2.07617
PIERAPT00000017486	ABCF1_2	PIERAPG00000007293	DPOGS213110	Msex2.13929
PIERAPT00000017487	HMCN2_3	PIERAPG00000007294	DPOGS204493	NA
PIERAPT00000017489	CG11447	PIERAPG00000007296	DPOGS206525	Msex2.05305
PIERAPT00000017492	RpL7	PIERAPG00000007298	DPOGS213493	Msex2.11482
PIERAPT00000017494	Kiaa1456	PIERAPG00000007299	DPOGS213259	Msex2.07266
PIERAPT00000017495	Trmt61a	PIERAPG00000007300	DPOGS200943	Msex2.12308
PIERAPT00000017496	Mthfd2l	PIERAPG00000007301	DPOGS215394	Msex2.04614
PIERAPT00000017498	Lrrc71_2	PIERAPG00000007303	DPOGS208601	Msex2.10808
PIERAPT00000017504	pnut	PIERAPG00000007304	DPOGS203839	Msex2.07881
PIERAPT00000017513	PebIII_13	PIERAPG00000007307	DPOGS208418	Msex2.07533
PIERAPT00000017515	WDR43_3	PIERAPG00000007309	DPOGS205519	NA
PIERAPT00000017517	G103909	PIERAPG00000007310	DPOGS202658	Msex2.11230
PIERAPT00000017529	purLLysmd1	PIERAPG00000007314	NA	Msex2.09119
PIERAPT00000017530	ZNHIT1	PIERAPG00000007315	DPOGS200975	Msex2.05538
PIERAPT00000017533	sax-3	PIERAPG00000007318	DPOGS211939	Msex2.04186
PIERAPT00000017535	DCUN1D1_2	PIERAPG00000007319	DPOGS202406	Msex2.08901
PIERAPT00000017537	Glce	PIERAPG00000007321	DPOGS205946	Msex2.12078
PIERAPT00000017538	Cad87A_2	PIERAPG00000007322	NA	Msex2.14745
PIERAPT00000017548	mdh-2	PIERAPG00000007325	DPOGS207101	Msex2.01570
PIERAPT00000017550	C1orf21	PIERAPG00000007326	DPOGS208802	NA
PIERAPT00000017553	Dpcd	PIERAPG00000007327	DPOGS212255	Msex2.03287
PIERAPT00000017555	tig_6	PIERAPG00000007329	DPOGS205382	Msex2.10674,Msex2.10678
PIERAPT00000017557	TNPO3_2	PIERAPG00000007330	DPOGS202847	Msex2.11495
PIERAPT00000017560	Pnliprp2_2	PIERAPG00000007331	DPOGS201990	Msex2.12486
PIERAPT00000017561	rdgA	PIERAPG00000007332	DPOGS207466	Msex2.04561
PIERAPT00000017570	purb_2	PIERAPG00000007333	DPOGS200105	Msex2.03673
PIERAPT00000017571	G107414	PIERAPG00000007334	DPOGS203460	Msex2.01959
PIERAPT00000017574	Sv2b_2	PIERAPG00000007335	DPOGS208957	Msex2.08015
PIERAPT00000017576	nol11	PIERAPG00000007336	DPOGS210334	Msex2.08931
PIERAPT00000017578	harbi1_4	PIERAPG00000007337	NA	Msex2.11470
PIERAPT00000017586	Aats-gln	PIERAPG00000007340	DPOGS207451	Msex2.08850,Msex2.13239
PIERAPT00000017590	NC2beta	PIERAPG00000007341	DPOGS214145	Msex2.03190
PIERAPT00000017592	Cyp18a1_2	PIERAPG00000007343	DPOGS213007	Msex2.05508
PIERAPT00000017593	l(2)efl_4	PIERAPG00000007344	DPOGS211795	Msex2.05844
PIERAPT00000017595	TCM62KIAA1614_2	PIERAPG00000007346	DPOGS215990	Msex2.04573
PIERAPT00000017600	ea_5	PIERAPG00000007348	DPOGS201966	Msex2.05571
PIERAPT00000017605	sge1_2	PIERAPG00000007349	DPOGS211490	NA
PIERAPT00000017607	Hsp83	PIERAPG00000007351	DPOGS213899	Msex2.10128
PIERAPT00000017608	cysK_3	PIERAPG00000007352	DPOGS200776	Msex2.06144
PIERAPT00000017609	G102034	PIERAPG00000007353	DPOGS215048	Msex2.03560
PIERAPT00000017611	Coq2_2	PIERAPG00000007355	DPOGS210639	Msex2.11633
PIERAPT00000017612	Rdl	PIERAPG00000007356	DPOGS206786	Msex2.07393,Msex2.14174
PIERAPT00000017613	SOX5sox6	PIERAPG00000007357	DPOGS213248	Msex2.00081
PIERAPT00000017615	ZBTB40_3	PIERAPG00000007358	DPOGS214855	Msex2.03218
PIERAPT00000017616	Mnt	PIERAPG00000007359	DPOGS212725	Msex2.07489
PIERAPT00000017618	Sv2c_3	PIERAPG00000007360	DPOGS200007	Msex2.03839
PIERAPT00000017619	SSP_3	PIERAPG00000007361	DPOGS202604	Msex2.00550
PIERAPT00000017624	NAAT1_2	PIERAPG00000007362	DPOGS203406	Msex2.08609
PIERAPT00000017627	hand2purM	PIERAPG00000007364	DPOGS200784	Msex2.12785
PIERAPT00000017629	akr2e_8	PIERAPG00000007365	DPOGS212528	Msex2.09615
PIERAPT00000017631	Dido1	PIERAPG00000007367	DPOGS215803	Msex2.07000
PIERAPT00000017632	ACP21_2	PIERAPG00000007368	DPOGS215891	Msex2.11256
PIERAPT00000017634	pyx_5	PIERAPG00000007369	DPOGS216168	Msex2.07214
PIERAPT00000017637	mpv17l	PIERAPG00000007370	DPOGS213574	Msex2.02341
PIERAPT00000017651	SNRPA1	PIERAPG00000007373	DPOGS205765	Msex2.04382
PIERAPT00000017652	PPM1L	PIERAPG00000007374	DPOGS214258	Msex2.10473
PIERAPT00000017654	JKAMP	PIERAPG00000007376	DPOGS211313	Msex2.05264
PIERAPT00000017657	Ghitm	PIERAPG00000007378	DPOGS211176	Msex2.11150
PIERAPT00000017660	Gapdh2	PIERAPG00000007379	DPOGS215460	NA
PIERAPT00000017665	G100457	PIERAPG00000007381	DPOGS202579	Msex2.09373
PIERAPT00000017667	cmpk1	PIERAPG00000007382	DPOGS202892	Msex2.12146
PIERAPT00000017668	U26	PIERAPG00000007383	DPOGS200743	Msex2.07115
PIERAPT00000017673	nol10	PIERAPG00000007385	DPOGS206529	Msex2.07141
PIERAPT00000017682	TRAF3IP1	PIERAPG00000007388	DPOGS202322	Msex2.12584
PIERAPT00000017683	gatad1	PIERAPG00000007389	DPOGS212907	Msex2.01489
PIERAPT00000017684	CHB3_2	PIERAPG00000007390	DPOGS206753,DPOGS206754	Msex2.03809,Msex2.03800
PIERAPT00000017685	Txndc15	PIERAPG00000007391	NA	Msex2.05556
PIERAPT00000017691	hyou1	PIERAPG00000007394	NA	Msex2.01166
PIERAPT00000017693	SULT3A1	PIERAPG00000007395	DPOGS206769	Msex2.04687
PIERAPT00000017698	Scd1_2	PIERAPG00000007396	DPOGS213661	Msex2.13864
PIERAPT00000017708	RALGAPA1CG5521	PIERAPG00000007398	DPOGS214633	Msex2.11011
PIERAPT00000017714	Tmem64	PIERAPG00000007401	DPOGS210315	Msex2.10909,Msex2.13650
PIERAPT00000017717	MALSU1	PIERAPG00000007403	DPOGS214129	Msex2.10467
PIERAPT00000017723	Cgrrf1	PIERAPG00000007407	DPOGS204023	Msex2.00849
PIERAPT00000017727	Anapc1	PIERAPG00000007408	DPOGS205465	NA
PIERAPT00000017734	Psmd12	PIERAPG00000007409	DPOGS203598	Msex2.01140
PIERAPT00000017735	RpS19a	PIERAPG00000007410	DPOGS206595	Msex2.01199
PIERAPT00000017738	twk-18_2	PIERAPG00000007411	DPOGS212707	Msex2.04363
PIERAPT00000017739	TCF25	PIERAPG00000007412	DPOGS203939	NA
PIERAPT00000017741	ZNF408	PIERAPG00000007413	DPOGS212559	Msex2.07340
PIERAPT00000017744	Fgfr4Lac	PIERAPG00000007415	DPOGS215373	Msex2.08563
PIERAPT00000017745	CP66	PIERAPG00000007416	DPOGS200677,DPOGS200678	Msex2.00301
PIERAPT00000017746	Mblk-1_4	PIERAPG00000007417	NA	Msex2.15093
PIERAPT00000017748	nrf-6_10	PIERAPG00000007418	DPOGS202659	Msex2.14062
PIERAPT00000017756	murA_2	PIERAPG00000007419	DPOGS203069	NA
PIERAPT00000017759	secA_2	PIERAPG00000007422	DPOGS210074	Msex2.13840,Msex2.14486
PIERAPT00000017761	Rfx1H3D01ccr4	PIERAPG00000007423	DPOGS205571	Msex2.02886
PIERAPT00000017768	Gtf3a	PIERAPG00000007424	DPOGS205625	NA
PIERAPT00000017772	Doc2b	PIERAPG00000007425	DPOGS206976	Msex2.04449
PIERAPT00000017776	dus3l	PIERAPG00000007426	DPOGS214117	Msex2.01999
PIERAPT00000017777	At5g05160	PIERAPG00000007427	DPOGS211680	Msex2.08668
PIERAPT00000017781	POLH	PIERAPG00000007428	DPOGS212434	Msex2.04513
PIERAPT00000017783	RpS15Aa_2	PIERAPG00000007429	DPOGS206085	Msex2.04961
PIERAPT00000017786	Slc17a8slc17a7	PIERAPG00000007432	NA	Msex2.14017
PIERAPT00000017788	Tesk2	PIERAPG00000007433	DPOGS209923	Msex2.11433
PIERAPT00000017791	Timm23	PIERAPG00000007436	DPOGS202574	Msex2.04902
PIERAPT00000017792	rap1b_2	PIERAPG00000007437	DPOGS210727	Msex2.02472
PIERAPT00000017793	FSIP2	PIERAPG00000007438	DPOGS211522	NA
